studyId	studyType	analysisFlag	qualityControl	isCurated
GCST90011487	Microbiome			TRUE
GCST90011580	Microbiome			TRUE
GCST90011339	Microbiome			TRUE
GCST90011696	Microbiome			TRUE
GCST90011325	Microbiome			TRUE
GCST90011327	Microbiome			TRUE
GCST90011310	Microbiome			TRUE
GCST90011586	Microbiome			TRUE
GCST90011643	Microbiome			TRUE
GCST90011420	Microbiome			TRUE
GCST90011313	Microbiome			TRUE
GCST90011491	Microbiome			TRUE
GCST90011493	Microbiome			TRUE
GCST90011514	Microbiome			TRUE
GCST90011618	Microbiome			TRUE
GCST90011399	Microbiome			TRUE
GCST90011670	Microbiome			TRUE
GCST90011405	Microbiome			TRUE
GCST90011412	Microbiome			TRUE
GCST90011334	Microbiome			TRUE
GCST90011395	Microbiome			TRUE
GCST90011331	Microbiome			TRUE
GCST90011351	Microbiome			TRUE
GCST90011528	Microbiome			TRUE
GCST90011314	Microbiome			TRUE
GCST90011592	Microbiome			TRUE
GCST90011653	Microbiome			TRUE
GCST90011576	Microbiome			TRUE
GCST90011430	Microbiome			TRUE
GCST90011433	Microbiome			TRUE
GCST90011566	Microbiome			TRUE
GCST90011361	Microbiome			TRUE
GCST90011375	Microbiome			TRUE
GCST90011720	Microbiome			TRUE
GCST90011620	Microbiome			TRUE
GCST90011432	Microbiome			TRUE
GCST90011332	Microbiome			TRUE
GCST90011381	Microbiome			TRUE
GCST90011467	Microbiome			TRUE
GCST90011484	Microbiome			TRUE
GCST90011727	Microbiome			TRUE
GCST90011500	Microbiome			TRUE
GCST90011437	Microbiome			TRUE
GCST90011488	Microbiome			TRUE
GCST90011407	Microbiome			TRUE
GCST90011570	Microbiome			TRUE
GCST90011435	Microbiome			TRUE
GCST90011462	Microbiome			TRUE
GCST90011354	Microbiome			TRUE
GCST90011665	Microbiome			TRUE
GCST90011470	Microbiome			TRUE
GCST90011543	Microbiome			TRUE
GCST90011312	Microbiome			TRUE
GCST90011616	Microbiome			TRUE
GCST90011386	Microbiome			TRUE
GCST90011675	Microbiome			TRUE
GCST90011534	Microbiome			TRUE
GCST90011460	Microbiome			TRUE
GCST90011509	Microbiome			TRUE
GCST90011515	Microbiome			TRUE
GCST90011518	Microbiome			TRUE
GCST90011717	Microbiome			TRUE
GCST90011603	Microbiome			TRUE
GCST90019519		Metabolite		TRUE
GCST90019507		Metabolite		TRUE
GCST90019493		Metabolite		TRUE
GCST90019496		Metabolite		TRUE
GCST90017076	Microbiome			TRUE
GCST90017050	Microbiome			TRUE
GCST90017073	Microbiome			TRUE
GCST90016995	Microbiome			TRUE
GCST90017003	Microbiome			TRUE
GCST90016977	Microbiome			TRUE
GCST90017067	Microbiome			TRUE
GCST90016927	Microbiome			TRUE
GCST90016961	Microbiome			TRUE
GCST90017064	Microbiome			TRUE
GCST90016994	Microbiome			TRUE
GCST90017015	Microbiome			TRUE
GCST90016936	Microbiome			TRUE
GCST90017113	Microbiome			TRUE
GCST90016998	Microbiome			TRUE
GCST90016988	Microbiome			TRUE
GCST90016963	Microbiome			TRUE
GCST90016966	Microbiome			TRUE
GCST90016912	Microbiome			TRUE
GCST90016985	Microbiome			TRUE
GCST90017005	Microbiome			TRUE
GCST90017112	Microbiome			TRUE
GCST90016925	Microbiome			TRUE
GCST90017081	Microbiome			TRUE
GCST90016955	Microbiome			TRUE
GCST90017028	Microbiome			TRUE
GCST90016964	Microbiome			TRUE
GCST90016921	Microbiome			TRUE
GCST90017058	Microbiome			TRUE
GCST90016967	Microbiome			TRUE
GCST90017052	Microbiome			TRUE
GCST90016983	Microbiome			TRUE
GCST90017047	Microbiome			TRUE
GCST90017063	Microbiome			TRUE
GCST90017075	Microbiome			TRUE
GCST90017083	Microbiome			TRUE
GCST90017009	Microbiome			TRUE
GCST90016965	Microbiome			TRUE
GCST90016980	Microbiome			TRUE
GCST90016920	Microbiome			TRUE
GCST90017012	Microbiome			TRUE
GCST90017074	Microbiome			TRUE
GCST90017004	Microbiome			TRUE
GCST90017092	Microbiome			TRUE
GCST90017072	Microbiome			TRUE
GCST90016932	Microbiome			TRUE
GCST90016908	Microbiome			TRUE
GCST90017091	Microbiome			TRUE
GCST90017053	Microbiome			TRUE
GCST90017044	Microbiome			TRUE
GCST90017059	Microbiome			TRUE
GCST90016909	Microbiome			TRUE
GCST90017078	Microbiome			TRUE
GCST90017062	Microbiome			TRUE
GCST90017082	Microbiome			TRUE
GCST90017039	Microbiome			TRUE
GCST90017016	Microbiome			TRUE
GCST90017041	Microbiome			TRUE
GCST90016922	Microbiome			TRUE
GCST90017042	Microbiome			TRUE
GCST90016950	Microbiome			TRUE
GCST90017018	Microbiome			TRUE
GCST90016939	Microbiome			TRUE
GCST90016971	Microbiome			TRUE
GCST90017117	Microbiome			TRUE
GCST90017114	Microbiome			TRUE
GCST90016997	Microbiome			TRUE
GCST90016948	Microbiome			TRUE
GCST90016940	Microbiome			TRUE
GCST90016913	Microbiome			TRUE
GCST90016953	Microbiome			TRUE
GCST90017101	Microbiome			TRUE
GCST90017036	Microbiome			TRUE
GCST90016945	Microbiome			TRUE
GCST90017066	Microbiome			TRUE
GCST90017013	Microbiome			TRUE
GCST90017049	Microbiome			TRUE
GCST90016941	Microbiome			TRUE
GCST90017088	Microbiome			TRUE
GCST90016957	Microbiome			TRUE
GCST90016979	Microbiome			TRUE
GCST90016992	Microbiome			TRUE
GCST90017057	Microbiome			TRUE
GCST90017098	Microbiome			TRUE
GCST90017106	Microbiome			TRUE
GCST90016987	Microbiome			TRUE
GCST90017043	Microbiome			TRUE
GCST90017019	Microbiome			TRUE
GCST90016968	Microbiome			TRUE
GCST90016972	Microbiome			TRUE
GCST90016942	Microbiome			TRUE
GCST90017104	Microbiome			TRUE
GCST90017006	Microbiome			TRUE
GCST90017102	Microbiome			TRUE
GCST90016984	Microbiome			TRUE
GCST90017037	Microbiome			TRUE
GCST90016969	Microbiome			TRUE
GCST90017025	Microbiome			TRUE
GCST90016924	Microbiome			TRUE
GCST90016960	Microbiome			TRUE
GCST90017048	Microbiome			TRUE
GCST90016976	Microbiome			TRUE
GCST90017051	Microbiome			TRUE
GCST90017086	Microbiome			TRUE
GCST90016911	Microbiome			TRUE
GCST90016990	Microbiome			TRUE
GCST90017105	Microbiome			TRUE
GCST90017046	Microbiome			TRUE
GCST90017069	Microbiome			TRUE
GCST90016935	Microbiome			TRUE
GCST90017040	Microbiome			TRUE
GCST90016978	Microbiome			TRUE
GCST90017008	Microbiome			TRUE
GCST90016962	Microbiome			TRUE
GCST90017007	Microbiome			TRUE
GCST90017034	Microbiome			TRUE
GCST90017068	Microbiome			TRUE
GCST90016910	Microbiome			TRUE
GCST90016947	Microbiome			TRUE
GCST90017089	Microbiome			TRUE
GCST90017056	Microbiome			TRUE
GCST90017027	Microbiome			TRUE
GCST90017011	Microbiome			TRUE
GCST90016989	Microbiome			TRUE
GCST90017100	Microbiome			TRUE
GCST90017097	Microbiome			TRUE
GCST90017014	Microbiome			TRUE
GCST90017032	Microbiome			TRUE
GCST90017024	Microbiome			TRUE
GCST90016919	Microbiome			TRUE
GCST90017033	Microbiome			TRUE
GCST90016975	Microbiome			TRUE
GCST90017045	Microbiome			TRUE
GCST90016974	Microbiome			TRUE
GCST90016943	Microbiome			TRUE
GCST90016954	Microbiome			TRUE
GCST90016923	Microbiome			TRUE
GCST90017118	Microbiome			TRUE
GCST90016944	Microbiome			TRUE
GCST90017071	Microbiome			TRUE
GCST90016916	Microbiome			TRUE
GCST90017093	Microbiome			TRUE
GCST90017035	Microbiome			TRUE
GCST90016993	Microbiome			TRUE
GCST90016951	Microbiome			TRUE
GCST90017021	Microbiome			TRUE
GCST90016931	Microbiome			TRUE
GCST90017054	Microbiome			TRUE
GCST90016973	Microbiome			TRUE
GCST90017029	Microbiome			TRUE
GCST90017110	Microbiome			TRUE
GCST90017095	Microbiome			TRUE
GCST90016991	Microbiome			TRUE
GCST90016999	Microbiome			TRUE
GCST90017002	Microbiome			TRUE
GCST90016949	Microbiome			TRUE
GCST90017079	Microbiome			TRUE
GCST90017090	Microbiome			TRUE
GCST90017038	Microbiome			TRUE
GCST90017107	Microbiome			TRUE
GCST90017109	Microbiome			TRUE
GCST90017084	Microbiome			TRUE
GCST90017115	Microbiome			TRUE
GCST90016956	Microbiome			TRUE
GCST90016952	Microbiome			TRUE
GCST90017087	Microbiome			TRUE
GCST90016917	Microbiome			TRUE
GCST90016958	Microbiome			TRUE
GCST90016926	Microbiome			TRUE
GCST90017108	Microbiome			TRUE
GCST90017077	Microbiome			TRUE
GCST90017010	Microbiome			TRUE
GCST90017017	Microbiome			TRUE
GCST90016982	Microbiome			TRUE
GCST90017026	Microbiome			TRUE
GCST90016946	Microbiome			TRUE
GCST90017094	Microbiome			TRUE
GCST90016930	Microbiome			TRUE
GCST90017030	Microbiome			TRUE
GCST90017096	Microbiome			TRUE
GCST90017060	Microbiome			TRUE
GCST90017022	Microbiome			TRUE
GCST90017116	Microbiome			TRUE
GCST90017000	Microbiome			TRUE
GCST90017065	Microbiome			TRUE
GCST90016918	Microbiome			TRUE
GCST90016914	Microbiome			TRUE
GCST90016915	Microbiome			TRUE
GCST90016928	Microbiome			TRUE
GCST90016981	Microbiome			TRUE
GCST90017020	Microbiome			TRUE
GCST90017031	Microbiome			TRUE
GCST90017111	Microbiome			TRUE
GCST90016937	Microbiome			TRUE
GCST90017070	Microbiome			TRUE
GCST90016986	Microbiome			TRUE
GCST90016970	Microbiome			TRUE
GCST90016929	Microbiome			TRUE
GCST90016938	Microbiome			TRUE
GCST90017023	Microbiome			TRUE
GCST90016996	Microbiome			TRUE
GCST90017001	Microbiome			TRUE
GCST90017061	Microbiome			TRUE
GCST90016959	Microbiome			TRUE
GCST90016933	Microbiome			TRUE
GCST90017103	Microbiome			TRUE
GCST90017080	Microbiome			TRUE
GCST90016934	Microbiome			TRUE
GCST90017099	Microbiome			TRUE
GCST90017085	Microbiome			TRUE
GCST90017055	Microbiome			TRUE
GCST90014054				TRUE
GCST90014238				TRUE
GCST90007526				TRUE
GCST90007531				TRUE
GCST90007528				TRUE
GCST90007530				TRUE
GCST90007529				TRUE
GCST90007527				TRUE
GCST011364				TRUE
GCST011365				TRUE
GCST90011866				TRUE
GCST90014433				TRUE
GCST90014431				TRUE
GCST90011899				TRUE
GCST90011898				TRUE
GCST90013410				TRUE
GCST90012790				TRUE
GCST90012791				TRUE
GCST90012793				TRUE
GCST90012794				TRUE
GCST90012792				TRUE
GCST011494				TRUE
GCST90011871				TRUE
GCST90093113				TRUE
GCST90011785				TRUE
GCST90011790			Failed summary statistics quality control	TRUE
GCST90011778				TRUE
GCST90011797				TRUE
GCST90011789			Failed summary statistics quality control	TRUE
GCST90011776				TRUE
GCST90011787				TRUE
GCST90011788				TRUE
GCST90011777				TRUE
GCST90011780				TRUE
GCST90011794				TRUE
GCST90011786				TRUE
GCST90011781				TRUE
GCST90011783				TRUE
GCST90011773				TRUE
GCST90011792			Failed summary statistics quality control	TRUE
GCST90011775				TRUE
GCST90011782				TRUE
GCST90011799				TRUE
GCST90011791			Failed summary statistics quality control	TRUE
GCST90011798				TRUE
GCST90011796				TRUE
GCST90011800				TRUE
GCST90011793				TRUE
GCST90011795				TRUE
GCST90011784				TRUE
GCST90011774				TRUE
GCST90011779				TRUE
GCST90012878				TRUE
GCST90012877			Failed summary statistics quality control	TRUE
GCST90001390				TRUE
GCST90013452				TRUE
GCST90013456				TRUE
GCST90013454				TRUE
GCST90013453				TRUE
GCST90013455				TRUE
GCST90011884				TRUE
GCST011337				TRUE
GCST011336				TRUE
GCST011324				TRUE
GCST011325				TRUE
GCST011338				TRUE
GCST011321				TRUE
GCST011344				TRUE
GCST011333				TRUE
GCST011332				TRUE
GCST011326				TRUE
GCST011341				TRUE
GCST011323				TRUE
GCST011343				TRUE
GCST011335				TRUE
GCST011331				TRUE
GCST011329				TRUE
GCST011330				TRUE
GCST011322				TRUE
GCST011342				TRUE
GCST011334				TRUE
GCST011327				TRUE
GCST011340				TRUE
GCST011328				TRUE
GCST011339				TRUE
GCST90013315				TRUE
GCST90013308				TRUE
GCST90013334				TRUE
GCST90013346				TRUE
GCST90013326				TRUE
GCST90013309				TRUE
GCST90013335				TRUE
GCST90013310				TRUE
GCST90013333				TRUE
GCST90013320				TRUE
GCST90013313				TRUE
GCST90013327				TRUE
GCST90013304				TRUE
GCST90013330				TRUE
GCST90013312				TRUE
GCST90013343				TRUE
GCST90013305				TRUE
GCST90013318				TRUE
GCST90013341				TRUE
GCST90013336				TRUE
GCST90013317				TRUE
GCST90013340				TRUE
GCST90013307				TRUE
GCST90013321				TRUE
GCST90013303				TRUE
GCST90013338				TRUE
GCST90013332				TRUE
GCST90013322				TRUE
GCST90013316				TRUE
GCST90013319				TRUE
GCST90013347				TRUE
GCST90013314				TRUE
GCST90013339				TRUE
GCST90013331				TRUE
GCST90013311				TRUE
GCST90013324				TRUE
GCST90013344				TRUE
GCST90013337				TRUE
GCST90013329				TRUE
GCST90013345				TRUE
GCST90013342				TRUE
GCST90013306				TRUE
GCST90013323				TRUE
GCST90013328				TRUE
GCST90013325				TRUE
GCST90026455				TRUE
GCST90013411				TRUE
GCST90016603		Case-case study		TRUE
GCST90016622		Case-case study		TRUE
GCST90016597		Case-case study		TRUE
GCST90016618		Case-case study		TRUE
GCST90016605		Case-case study		TRUE
GCST90016617		Case-case study		TRUE
GCST90016619		Case-case study		TRUE
GCST90016602		Case-case study		TRUE
GCST90016623		Case-case study		TRUE
GCST90016606		Case-case study		TRUE
GCST90016596		Case-case study		TRUE
GCST90016599		Case-case study		TRUE
GCST90016616		Case-case study		TRUE
GCST90016612		Case-case study		TRUE
GCST90016601		Case-case study		TRUE
GCST90016625		Case-case study		TRUE
GCST90016624		Case-case study		TRUE
GCST90016608		Case-case study		TRUE
GCST90016620		Case-case study		TRUE
GCST90016614		Case-case study		TRUE
GCST90016621		Case-case study		TRUE
GCST90016609		Case-case study		TRUE
GCST90016604		Case-case study		TRUE
GCST90016598		Case-case study		TRUE
GCST90016610		Case-case study		TRUE
GCST90016595		Case-case study		TRUE
GCST90016600		Case-case study		TRUE
GCST90016611		Case-case study		TRUE
GCST90016613		Case-case study		TRUE
GCST90016607		Case-case study		TRUE
GCST90016615		Case-case study		TRUE
GCST90014243				TRUE
GCST90013658				TRUE
GCST90014241				TRUE
GCST90014242				TRUE
GCST90014239				TRUE
GCST90014240				TRUE
GCST90027271				TRUE
GCST90013537				TRUE
GCST90013538				TRUE
GCST90014122				TRUE
GCST90014123				TRUE
GCST012617				TRUE
GCST012278				TRUE
GCST90013011		Multivariate analysis		TRUE
GCST90013022		Multivariate analysis		TRUE
GCST90013030		Multivariate analysis		TRUE
GCST90013036		Multivariate analysis		TRUE
GCST90013016		Multivariate analysis		TRUE
GCST90013017		Multivariate analysis		TRUE
GCST90013107		Multivariate analysis		TRUE
GCST90013074		Multivariate analysis		TRUE
GCST90012974		Multivariate analysis		TRUE
GCST90013038		Multivariate analysis		TRUE
GCST90013010		Multivariate analysis		TRUE
GCST90013065		Multivariate analysis		TRUE
GCST90013086		Multivariate analysis		TRUE
GCST90012977		Multivariate analysis		TRUE
GCST90013100		Multivariate analysis		TRUE
GCST90012973		Multivariate analysis		TRUE
GCST90013123		Multivariate analysis		TRUE
GCST90012963		Multivariate analysis		TRUE
GCST90012915		Multivariate analysis		TRUE
GCST90012950		Multivariate analysis		TRUE
GCST90013132		Multivariate analysis		TRUE
GCST90012944		Multivariate analysis		TRUE
GCST90013148		Multivariate analysis		TRUE
GCST90012962		Multivariate analysis		TRUE
GCST90012898		Multivariate analysis		TRUE
GCST90012964		Multivariate analysis		TRUE
GCST90012928		Multivariate analysis		TRUE
GCST90013122		Multivariate analysis		TRUE
GCST90012955		Multivariate analysis		TRUE
GCST90013150		Multivariate analysis		TRUE
GCST90012942		Multivariate analysis		TRUE
GCST90012914		Multivariate analysis		TRUE
GCST90012913		Multivariate analysis		TRUE
GCST90012891		Multivariate analysis		TRUE
GCST90013120		Multivariate analysis		TRUE
GCST90012930		Multivariate analysis		TRUE
GCST90013158		Multivariate analysis		TRUE
GCST90000529				TRUE
GCST90017148				TRUE
GCST90017147				TRUE
GCST90002626				TRUE
GCST90005136				TRUE
GCST90005383				TRUE
GCST90004579				TRUE
GCST90005463				TRUE
GCST90004696				TRUE
GCST90005495				TRUE
GCST90003427				TRUE
GCST90003444				TRUE
GCST90004039				TRUE
GCST90003299				TRUE
GCST90002768				TRUE
GCST90003215				TRUE
GCST90003947				TRUE
GCST90002965				TRUE
GCST90002880				TRUE
GCST90003380				TRUE
GCST90002630				TRUE
GCST90003170				TRUE
GCST90002938				TRUE
GCST90003120				TRUE
GCST90005323				TRUE
GCST90005015				TRUE
GCST90002671				TRUE
GCST90005100				TRUE
GCST90003220				TRUE
GCST90002910				TRUE
GCST90002467				TRUE
GCST90004114				TRUE
GCST90002946				TRUE
GCST90005341				TRUE
GCST90004062				TRUE
GCST90003090				TRUE
GCST90005031				TRUE
GCST90003033				TRUE
GCST90002799				TRUE
GCST90002755				TRUE
GCST90003985				TRUE
GCST90006346				TRUE
GCST90002717				TRUE
GCST90005127				TRUE
GCST90004243				TRUE
GCST90003920				TRUE
GCST90003961				TRUE
GCST90005151				TRUE
GCST90004021				TRUE
GCST90002714				TRUE
GCST90004233				TRUE
GCST90005542				TRUE
GCST90004330				TRUE
GCST90005314				TRUE
GCST90002707				TRUE
GCST90004512				TRUE
GCST90003902				TRUE
GCST90003440				TRUE
GCST90004163				TRUE
GCST90003259				TRUE
GCST90004019				TRUE
GCST90005329				TRUE
GCST90003086				TRUE
GCST90003807				TRUE
GCST90003014				TRUE
GCST90004001				TRUE
GCST90003015				TRUE
GCST90002648				TRUE
GCST90003217				TRUE
GCST90005828				TRUE
GCST90002701				TRUE
GCST90005120				TRUE
GCST90003850				TRUE
GCST90004144				TRUE
GCST90003363				TRUE
GCST90004698				TRUE
GCST90002697				TRUE
GCST90003111				TRUE
GCST90003857				TRUE
GCST90003221				TRUE
GCST90002822				TRUE
GCST90003261				TRUE
GCST90003184				TRUE
GCST90004110				TRUE
GCST90004997				TRUE
GCST90005296				TRUE
GCST90004175				TRUE
GCST90002465				TRUE
GCST90003101				TRUE
GCST90003859				TRUE
GCST90003277				TRUE
GCST90005208				TRUE
GCST90003932				TRUE
GCST90003425				TRUE
GCST90002895				TRUE
GCST90004325				TRUE
GCST90002741				TRUE
GCST90004024				TRUE
GCST90003549				TRUE
GCST90003187				TRUE
GCST90003211				TRUE
GCST90003543				TRUE
GCST90004356				TRUE
GCST90003903				TRUE
GCST90003262				TRUE
GCST90004293				TRUE
GCST90002631				TRUE
GCST90004446				TRUE
GCST90002850				TRUE
GCST90005416				TRUE
GCST90003288				TRUE
GCST90003273				TRUE
GCST90004196				TRUE
GCST90003304				TRUE
GCST90003180				TRUE
GCST90004138				TRUE
GCST90002918				TRUE
GCST90003639				TRUE
GCST90003456				TRUE
GCST90002926				TRUE
GCST90003419				TRUE
GCST90002746				TRUE
GCST90005500				TRUE
GCST90005161				TRUE
GCST90002998				TRUE
GCST90002907				TRUE
GCST90005837				TRUE
GCST90002653				TRUE
GCST90005290				TRUE
GCST90005485				TRUE
GCST90002796				TRUE
GCST90003228				TRUE
GCST90005772				TRUE
GCST90002913				TRUE
GCST90005026				TRUE
GCST90003617				TRUE
GCST90003092				TRUE
GCST90004317				TRUE
GCST90004477				TRUE
GCST90002763				TRUE
GCST90003068				TRUE
GCST90003403				TRUE
GCST90004341				TRUE
GCST90003810				TRUE
GCST90005812				TRUE
GCST90005429				TRUE
GCST90005298				TRUE
GCST90002950				TRUE
GCST90003143				TRUE
GCST90005202				TRUE
GCST90002974				TRUE
GCST90004094				TRUE
GCST90004475				TRUE
GCST90003035				TRUE
GCST90004538				TRUE
GCST90003306				TRUE
GCST90005793				TRUE
GCST90003209				TRUE
GCST90004316				TRUE
GCST90005004				TRUE
GCST90005843				TRUE
GCST90003431				TRUE
GCST90004057				TRUE
GCST90003126				TRUE
GCST90002444				TRUE
GCST90004467				TRUE
GCST90005785				TRUE
GCST90002675				TRUE
GCST90004205				TRUE
GCST90005367				TRUE
GCST90004066				TRUE
GCST90005477				TRUE
GCST90003292				TRUE
GCST90002657				TRUE
GCST90005501				TRUE
GCST90003465				TRUE
GCST90004211				TRUE
GCST90002683				TRUE
GCST90005472				TRUE
GCST90004023				TRUE
GCST90002451				TRUE
GCST90005683				TRUE
GCST90002438				TRUE
GCST90004969				TRUE
GCST90003521				TRUE
GCST90005640				TRUE
GCST90006314				TRUE
GCST90006184				TRUE
GCST90002489				TRUE
GCST90005661				TRUE
GCST90005699				TRUE
GCST90006286				TRUE
GCST90006329				TRUE
GCST90005695				TRUE
GCST90003781				TRUE
GCST90004939				TRUE
GCST90005634				TRUE
GCST90005439				TRUE
GCST90003540				TRUE
GCST90006084				TRUE
GCST90003731				TRUE
GCST90005681				TRUE
GCST90005571				TRUE
GCST90004805				TRUE
GCST90006236				TRUE
GCST90005084				TRUE
GCST90005082				TRUE
GCST90002523				TRUE
GCST90005036				TRUE
GCST90005931				TRUE
GCST90004736				TRUE
GCST90006203				TRUE
GCST90006206				TRUE
GCST90005605				TRUE
GCST90005663				TRUE
GCST90003471				TRUE
GCST90006076				TRUE
GCST90006087				TRUE
GCST90003667				TRUE
GCST90004918				TRUE
GCST90006066				TRUE
GCST90006059				TRUE
GCST90004843				TRUE
GCST90005557				TRUE
GCST90006128				TRUE
GCST90005952				TRUE
GCST90004543				TRUE
GCST90005966				TRUE
GCST90006211				TRUE
GCST90005949				TRUE
GCST90005648				TRUE
GCST90005551				TRUE
GCST90004663				TRUE
GCST90003500				TRUE
GCST90004901				TRUE
GCST90005694				TRUE
GCST90005553				TRUE
GCST90004816				TRUE
GCST90003526				TRUE
GCST90004664				TRUE
GCST90004814				TRUE
GCST90005598				TRUE
GCST90005656				TRUE
GCST90002487				TRUE
GCST90003670				TRUE
GCST90004677				TRUE
GCST90006260				TRUE
GCST90003844				TRUE
GCST90006216				TRUE
GCST90004724				TRUE
GCST90004559				TRUE
GCST90005981				TRUE
GCST90003759				TRUE
GCST90003673				TRUE
GCST90006074				TRUE
GCST90003583				TRUE
GCST90004775				TRUE
GCST90003794				TRUE
GCST90003780				TRUE
GCST90005614				TRUE
GCST90005642				TRUE
GCST90005858				TRUE
GCST90004868				TRUE
GCST90006103				TRUE
GCST90006157				TRUE
GCST90006280				TRUE
GCST90004768				TRUE
GCST90002615				TRUE
GCST90005733				TRUE
GCST90004934				TRUE
GCST90003766				TRUE
GCST90004880				TRUE
GCST90002521				TRUE
GCST90004792				TRUE
GCST90004873				TRUE
GCST90005740				TRUE
GCST90005592				TRUE
GCST90006183				TRUE
GCST90004846				TRUE
GCST90005632				TRUE
GCST90002586				TRUE
GCST90005706				TRUE
GCST90003708				TRUE
GCST90003732				TRUE
GCST90004635				TRUE
GCST90004871				TRUE
GCST90006167				TRUE
GCST90004866				TRUE
GCST90003719				TRUE
GCST90006063				TRUE
GCST90006018				TRUE
GCST90004520				TRUE
GCST90004758				TRUE
GCST90005612				TRUE
GCST90005444				TRUE
GCST90003510				TRUE
GCST90004550				TRUE
GCST90003692				TRUE
GCST90003762				TRUE
GCST90003533				TRUE
GCST90005574				TRUE
GCST90003530				TRUE
GCST90002591				TRUE
GCST90004921				TRUE
GCST90014033				TRUE
GCST90013474				TRUE
GCST90086099			Non-additive model	TRUE
GCST90086111			Non-additive model	TRUE
GCST90086079			Non-additive model	TRUE
GCST90086063			Non-additive model	TRUE
GCST90086053			Non-additive model	TRUE
GCST90086039			Non-additive model	TRUE
GCST90086047			Non-additive model	TRUE
GCST90086038			Non-additive model	TRUE
GCST90086058			Non-additive model	TRUE
GCST90086045			Non-additive model	TRUE
GCST90086043			Non-additive model	TRUE
GCST90086055			Non-additive model	TRUE
GCST90086057			Non-additive model	TRUE
GCST90086050			Non-additive model	TRUE
GCST90086056			Non-additive model	TRUE
GCST90086054			Non-additive model	TRUE
GCST90086048			Non-additive model	TRUE
GCST90086041			Non-additive model	TRUE
GCST90086062			Non-additive model	TRUE
GCST90086059			Non-additive model	TRUE
GCST90086061			Non-additive model	TRUE
GCST90086064			Non-additive model	TRUE
GCST90086065			Non-additive model	TRUE
GCST90086069			Non-additive model	TRUE
GCST90086052			Non-additive model	TRUE
GCST90086073			Non-additive model	TRUE
GCST90086049			Non-additive model	TRUE
GCST90086060			Non-additive model	TRUE
GCST90086040			Non-additive model	TRUE
GCST90086042			Non-additive model	TRUE
GCST90086044			Non-additive model	TRUE
GCST90086066			Non-additive model	TRUE
GCST90017138				TRUE
GCST90017136				TRUE
GCST90017135				TRUE
GCST90017134				TRUE
GCST90017137				TRUE
GCST90017133				TRUE
GCST011833				TRUE
GCST011834				TRUE
GCST90000030				TRUE
GCST90038697				TRUE
GCST90038647				TRUE
GCST90038599				TRUE
GCST90038671				TRUE
GCST90038699				TRUE
GCST90038698				TRUE
GCST90038678				TRUE
GCST90038634				TRUE
GCST90038686				TRUE
GCST90038693				TRUE
GCST90038692				TRUE
GCST90038636				TRUE
GCST90038628				TRUE
GCST90038605				TRUE
GCST90038670				TRUE
GCST90038614				TRUE
GCST90038630				TRUE
GCST90038608				TRUE
GCST90038706				TRUE
GCST90038679			Failed summary statistics quality control	TRUE
GCST90038660				TRUE
GCST90038601				TRUE
GCST90038674				TRUE
GCST90038653				TRUE
GCST90038684				TRUE
GCST90038640				TRUE
GCST90038682				TRUE
GCST90038606				TRUE
GCST90038667				TRUE
GCST90038680				TRUE
GCST90038612				TRUE
GCST90038666				TRUE
GCST90038673				TRUE
GCST90038597				TRUE
GCST90038705				TRUE
GCST90038707				TRUE
GCST90038652				TRUE
GCST90038598				TRUE
GCST90038691				TRUE
GCST90038650				TRUE
GCST90038642				TRUE
GCST90038672				TRUE
GCST90038696				TRUE
GCST90038664				TRUE
GCST90038629				TRUE
GCST90038643				TRUE
GCST90038613				TRUE
GCST90038651				TRUE
GCST90038596				TRUE
GCST90038690				TRUE
GCST90038624				TRUE
GCST90038618				TRUE
GCST90038616				TRUE
GCST90038688				TRUE
GCST90038595				TRUE
GCST90038619				TRUE
GCST90038685				TRUE
GCST90038638				TRUE
GCST90038625				TRUE
GCST90038610				TRUE
GCST90038704				TRUE
GCST90038611				TRUE
GCST90038683				TRUE
GCST90038621				TRUE
GCST90038656				TRUE
GCST90038649				TRUE
GCST90038622				TRUE
GCST90038703				TRUE
GCST90038710				TRUE
GCST90038641				TRUE
GCST90038669				TRUE
GCST90038695				TRUE
GCST90038689				TRUE
GCST90038620				TRUE
GCST90038607				TRUE
GCST90038631				TRUE
GCST90038637				TRUE
GCST90038694				TRUE
GCST90038657				TRUE
GCST90038617				TRUE
GCST90038603				TRUE
GCST90038681			Failed summary statistics quality control	TRUE
GCST90038626				TRUE
GCST90038677				TRUE
GCST90038700				TRUE
GCST90038662				TRUE
GCST90038639				TRUE
GCST90038633				TRUE
GCST90038709				TRUE
GCST90038708				TRUE
GCST90038644				TRUE
GCST90038627				TRUE
GCST90038609				TRUE
GCST90038659				TRUE
GCST90038654				TRUE
GCST90038632				TRUE
GCST90038663				TRUE
GCST90038676				TRUE
GCST90038665				TRUE
GCST90038645				TRUE
GCST90038602			Failed summary statistics quality control	TRUE
GCST90038655				TRUE
GCST90038635				TRUE
GCST90038702				TRUE
GCST90038604				TRUE
GCST90038658				TRUE
GCST90038675				TRUE
GCST90038668				TRUE
GCST90038646				TRUE
GCST90038648				TRUE
GCST90038623				TRUE
GCST90038600				TRUE
GCST90038615				TRUE
GCST90038687				TRUE
GCST90038661				TRUE
GCST90013405				TRUE
GCST90014266				TRUE
GCST90014267				TRUE
GCST90000014				TRUE
GCST90000015				TRUE
