studyId	studyType	analysisFlag	qualityControl	isCurated
GCST90043247				TRUE
GCST90044037				TRUE
GCST90042287				TRUE
GCST90042268				TRUE
GCST90043350				TRUE
GCST90044641				TRUE
GCST90044652				TRUE
GCST90043775				TRUE
GCST90043484				TRUE
GCST90042444				TRUE
GCST90044123				TRUE
GCST90044127				TRUE
GCST90044022				TRUE
GCST90042238				TRUE
GCST90042309				TRUE
GCST90043368				TRUE
GCST90043523				TRUE
GCST90043451				TRUE
GCST90042445				TRUE
GCST90044054				TRUE
GCST90043180				TRUE
GCST90043230				TRUE
GCST90043156				TRUE
GCST90042329				TRUE
GCST90044608				TRUE
GCST90042441				TRUE
GCST90044078				TRUE
GCST90042694				TRUE
GCST90042747				TRUE
GCST90043279				TRUE
GCST90043446				TRUE
GCST90044541				TRUE
GCST90043947				TRUE
GCST90043829				TRUE
GCST90043089				TRUE
GCST90042615				TRUE
GCST90042644				TRUE
GCST90042195				TRUE
GCST90042755				TRUE
GCST90041973				TRUE
GCST90044016				TRUE
GCST90044019				TRUE
GCST90042288				TRUE
GCST90043301				TRUE
GCST90044574				TRUE
GCST90043901				TRUE
GCST90043024				TRUE
GCST90043768				TRUE
GCST90043532				TRUE
GCST90042197				TRUE
GCST90042385				TRUE
GCST90042455				TRUE
GCST90044168				TRUE
GCST90044170				TRUE
GCST90042549				TRUE
GCST90042557				TRUE
GCST90042852				TRUE
GCST90043183				TRUE
GCST90044009				TRUE
GCST90042300				TRUE
GCST90043310				TRUE
GCST90044644				TRUE
GCST90043087				TRUE
GCST90042454				TRUE
GCST90044137				TRUE
GCST90043274				TRUE
GCST90043234				TRUE
GCST90043957				TRUE
GCST90042271				TRUE
GCST90043840				TRUE
GCST90043080				TRUE
GCST90043461				TRUE
GCST90042476				TRUE
GCST90044378				TRUE
GCST90044301				TRUE
GCST90042886				TRUE
GCST90042948				TRUE
GCST90043189				TRUE
GCST90043964				TRUE
GCST90043276				TRUE
GCST90043400				TRUE
GCST90042001				TRUE
GCST90042164				TRUE
GCST90043924				TRUE
GCST90043777				TRUE
GCST90042598				TRUE
GCST90042505				TRUE
GCST90043660				TRUE
GCST90044469				TRUE
GCST90042804				TRUE
GCST90042206				TRUE
GCST90043360				TRUE
GCST90042121				TRUE
GCST90042399				TRUE
GCST90042526				TRUE
GCST90042519				TRUE
GCST90044041				TRUE
GCST90042211				TRUE
GCST90041997				TRUE
GCST90043939				TRUE
GCST90043948				TRUE
GCST90042985				TRUE
GCST90043760				TRUE
GCST90042381				TRUE
GCST90043569				TRUE
GCST90042659				TRUE
GCST90042826				TRUE
GCST90044397				TRUE
GCST90043218				TRUE
GCST90043346				TRUE
GCST90043416				TRUE
GCST90044640				TRUE
GCST90043867				TRUE
GCST90043765				TRUE
GCST90043465				TRUE
GCST90042196				TRUE
GCST90043579				TRUE
GCST90042595				TRUE
GCST90044319				TRUE
GCST90042887				TRUE
GCST90042938				TRUE
GCST90042943				TRUE
GCST90044429				TRUE
GCST90043201				TRUE
GCST90044028				TRUE
GCST90043300				TRUE
GCST90043411				TRUE
GCST90044685				TRUE
GCST90043916				TRUE
GCST90043139				TRUE
GCST90044079				TRUE
GCST90044108				TRUE
GCST90044132				TRUE
GCST90044249				TRUE
GCST90044480				TRUE
GCST90044483				TRUE
GCST90044487				TRUE
GCST90044461				TRUE
GCST90042748				TRUE
GCST90042327				TRUE
GCST90043431				TRUE
GCST90044601				TRUE
GCST90044634				TRUE
GCST90043085				TRUE
GCST90042366				TRUE
GCST90042409				TRUE
GCST90044175				TRUE
GCST90044124				TRUE
GCST90044198				TRUE
GCST90044148				TRUE
GCST90044361				TRUE
GCST90042187				TRUE
GCST90042227				TRUE
GCST90043337				TRUE
GCST90044585				TRUE
GCST90044590				TRUE
GCST90043844				TRUE
GCST90043071				TRUE
GCST90043769				TRUE
GCST90043491				TRUE
GCST90042362				TRUE
GCST90042591				TRUE
GCST90044352				TRUE
GCST90044376				TRUE
GCST90044262				TRUE
GCST90044465				TRUE
GCST90044402				TRUE
GCST90042243				TRUE
GCST90042215				TRUE
GCST90044612				TRUE
GCST90044638				TRUE
GCST90043032				TRUE
GCST90044068				TRUE
GCST90044091				TRUE
GCST90044099				TRUE
GCST90044141				TRUE
GCST90044379				TRUE
GCST90042240				TRUE
GCST90043355				TRUE
GCST90043650				TRUE
GCST90042113				TRUE
GCST90042136				TRUE
GCST90043951				TRUE
GCST90043881				TRUE
GCST90043799				TRUE
GCST90044185				TRUE
GCST90042620				TRUE
GCST90042550				TRUE
GCST90043169				TRUE
GCST90044006				TRUE
GCST90042266				TRUE
GCST90043323				TRUE
GCST90044633				TRUE
GCST90043904				TRUE
GCST90043084				TRUE
GCST90043459				TRUE
GCST90043750				TRUE
GCST90043564				TRUE
GCST90043568				TRUE
GCST90044269				TRUE
GCST90044477				TRUE
GCST90042792				TRUE
GCST90041976				TRUE
GCST90042208				TRUE
GCST90043447				TRUE
GCST90043143				TRUE
GCST90043150				TRUE
GCST90042839				TRUE
GCST90042888				TRUE
GCST90044422				TRUE
GCST90044423				TRUE
GCST90042733				TRUE
GCST90043195				TRUE
GCST90044656				TRUE
GCST90041993				TRUE
GCST90042114				TRUE
GCST90043839				TRUE
GCST90042997				TRUE
GCST90043088				TRUE
GCST90044151				TRUE
GCST90044204				TRUE
GCST90044222				TRUE
GCST90042506				TRUE
GCST90044373				TRUE
GCST90044253				TRUE
GCST90044427				TRUE
GCST90044396				TRUE
GCST90042803				TRUE
GCST90042811				TRUE
GCST90042785				TRUE
GCST90042729				TRUE
GCST90043997				TRUE
GCST90043914				TRUE
GCST90043019				TRUE
GCST90043509				TRUE
GCST90042388				TRUE
GCST90044178				TRUE
GCST90044113				TRUE
GCST90044184				TRUE
GCST90043581				TRUE
GCST90042597				TRUE
GCST90042624				TRUE
GCST90042866				TRUE
GCST90041965				TRUE
GCST90044045				TRUE
GCST90044535				TRUE
GCST90043105				TRUE
GCST90043526				TRUE
GCST90042477				TRUE
GCST90042479				TRUE
GCST90042481				TRUE
GCST90044217				TRUE
GCST90044226				TRUE
GCST90043566				TRUE
GCST90042841				TRUE
GCST90043184				TRUE
GCST90043185				TRUE
GCST90044003				TRUE
GCST90042314				TRUE
GCST90042292				TRUE
GCST90043327				TRUE
GCST90044592				TRUE
GCST90044654				TRUE
GCST90042120				TRUE
GCST90042980				TRUE
GCST90042960				TRUE
GCST90042367				TRUE
GCST90044111				TRUE
GCST90044336				TRUE
GCST90042894				TRUE
GCST90042753				TRUE
GCST90043187				TRUE
GCST90043231				TRUE
GCST90043969				TRUE
GCST90043304				TRUE
GCST90044609				TRUE
GCST90043782				TRUE
GCST90043015				TRUE
GCST90043053				TRUE
GCST90043102				TRUE
GCST90043487				TRUE
GCST90042198				TRUE
GCST90042415				TRUE
GCST90042625				TRUE
GCST90044331				TRUE
GCST90042918				TRUE
GCST90042778				TRUE
GCST90042793				TRUE
GCST90042737				TRUE
GCST90043178				TRUE
GCST90042264				TRUE
GCST90043318				TRUE
GCST90044584				TRUE
GCST90044597				TRUE
GCST90043645				TRUE
GCST90043076				TRUE
GCST90042430				TRUE
GCST90044057				TRUE
GCST90044169				TRUE
GCST90044219				TRUE
GCST90042945				TRUE
GCST90044437				TRUE
GCST90042713				TRUE
GCST90041957				TRUE
GCST90043236				TRUE
GCST90043174				TRUE
GCST90044035				TRUE
GCST90042325				TRUE
GCST90043424				TRUE
GCST90043363				TRUE
GCST90043371				TRUE
GCST90043926				TRUE
GCST90043762				TRUE
GCST90043510				TRUE
GCST90044290				TRUE
GCST90042893				TRUE
GCST90043263				TRUE
GCST90044032				TRUE
GCST90044567				TRUE
GCST90043632				TRUE
GCST90043064				TRUE
GCST90042478				TRUE
GCST90044055				TRUE
GCST90042578				TRUE
GCST90044337				TRUE
GCST90042880				TRUE
GCST90042881				TRUE
GCST90044434				TRUE
GCST90042805				TRUE
GCST90042701				TRUE
GCST90044529				TRUE
GCST90042158				TRUE
GCST90043498				TRUE
GCST90043452				TRUE
GCST90044071				TRUE
GCST90044094				TRUE
GCST90042609				TRUE
GCST90043191				TRUE
GCST90043228				TRUE
GCST90043996				TRUE
GCST90044052				TRUE
GCST90043968				TRUE
GCST90043293				TRUE
GCST90043339				TRUE
GCST90043421				TRUE
GCST90043306				TRUE
GCST90044554				TRUE
GCST90043492				TRUE
GCST90042443				TRUE
GCST90043585				TRUE
GCST90042538				TRUE
GCST90042559				TRUE
GCST90044369				TRUE
GCST90044322				TRUE
GCST90042827				TRUE
GCST90042931				TRUE
GCST90043259				TRUE
GCST90043241				TRUE
GCST90044027				TRUE
GCST90042328				TRUE
GCST90044647				TRUE
GCST90041999				TRUE
GCST90042115				TRUE
GCST90042358				TRUE
GCST90044060				TRUE
GCST90044338				TRUE
GCST90044274				TRUE
GCST90044476				TRUE
GCST90044433				TRUE
GCST90042825				TRUE
GCST90042730				TRUE
GCST90043162				TRUE
GCST90044033				TRUE
GCST90044663				TRUE
GCST90043062				TRUE
GCST90042353				TRUE
GCST90044092				TRUE
GCST90042641				TRUE
GCST90044490				TRUE
GCST90042774				TRUE
GCST90043192				TRUE
GCST90044040				TRUE
GCST90043407				TRUE
GCST90044599				TRUE
GCST90042144				TRUE
GCST90043902				TRUE
GCST90042995				TRUE
GCST90042999				TRUE
GCST90043530				TRUE
GCST90043486				TRUE
GCST90042357				TRUE
GCST90042657				TRUE
GCST90042539				TRUE
GCST90044452				TRUE
GCST90044420				TRUE
GCST90043216				TRUE
GCST90044025				TRUE
GCST90043972				TRUE
GCST90043976				TRUE
GCST90044579				TRUE
GCST90042163				TRUE
GCST90043090				TRUE
GCST90042429				TRUE
GCST90042406				TRUE
GCST90044133				TRUE
GCST90043574				TRUE
GCST90044342				TRUE
GCST90044368				TRUE
GCST90042939				TRUE
GCST90044479				TRUE
GCST90044453				TRUE
GCST90042783				TRUE
GCST90043979				TRUE
GCST90042249				TRUE
GCST90043394				TRUE
GCST90044672				TRUE
GCST90043812				TRUE
GCST90043081				TRUE
GCST90042546				TRUE
GCST90042508				TRUE
GCST90044328				TRUE
GCST90042946				TRUE
GCST90042922				TRUE
GCST90042824				TRUE
GCST90042241				TRUE
GCST90043396				TRUE
GCST90041988				TRUE
GCST90043922				TRUE
GCST90043786				TRUE
GCST90043629				TRUE
GCST90043547				TRUE
GCST90043549				TRUE
GCST90044190				TRUE
GCST90044191				TRUE
GCST90042932				TRUE
GCST90044456				TRUE
GCST90044430				TRUE
GCST90043268				TRUE
GCST90042305				TRUE
GCST90042265				TRUE
GCST90043303				TRUE
GCST90043316				TRUE
GCST90043369				TRUE
GCST90044624				TRUE
GCST90044677				TRUE
GCST90044678				TRUE
GCST90043810				TRUE
GCST90043031				TRUE
GCST90043776				TRUE
GCST90043453				TRUE
GCST90044370				TRUE
GCST90042183				TRUE
GCST90044482				TRUE
GCST90044486				TRUE
GCST90042812				TRUE
GCST90044047				TRUE
GCST90044546				TRUE
GCST90044616				TRUE
GCST90042099				TRUE
GCST90042993				TRUE
GCST90042951				TRUE
GCST90043477				TRUE
GCST90044128				TRUE
GCST90044294				TRUE
GCST90043229				TRUE
GCST90043237				TRUE
GCST90043164				TRUE
GCST90043983				TRUE
GCST90044015				TRUE
GCST90043790				TRUE
GCST90042990				TRUE
GCST90042383				TRUE
GCST90042461				TRUE
GCST90044174				TRUE
GCST90044224				TRUE
GCST90043580				TRUE
GCST90042576				TRUE
GCST90042540				TRUE
GCST90044261				TRUE
GCST90044485				TRUE
GCST90042814				TRUE
GCST90042764				TRUE
GCST90043204				TRUE
GCST90042290				TRUE
GCST90044613				TRUE
GCST90043648				TRUE
GCST90043919				TRUE
GCST90042883				TRUE
GCST90042260				TRUE
GCST90044690				TRUE
GCST90043882				TRUE
GCST90043859				TRUE
GCST90043828				TRUE
GCST90042955				TRUE
GCST90042937				TRUE
GCST90042813				TRUE
GCST90042725				TRUE
GCST90042770				TRUE
GCST90042335				TRUE
GCST90042313				TRUE
GCST90044605				TRUE
GCST90043466				TRUE
GCST90044230				TRUE
GCST90044325				TRUE
GCST90043232				TRUE
GCST90043166				TRUE
GCST90043988				TRUE
GCST90043999				TRUE
GCST90044050				TRUE
GCST90042000				TRUE
GCST90043096				TRUE
GCST90043758				TRUE
GCST90042351				TRUE
GCST90044112				TRUE
GCST90044375				TRUE
GCST90044263				TRUE
GCST90044232				TRUE
GCST90044309				TRUE
GCST90043158				TRUE
GCST90043213				TRUE
GCST90043404				TRUE
GCST90044674				TRUE
GCST90043619				TRUE
GCST90043499				TRUE
GCST90044130				TRUE
GCST90042612				TRUE
GCST90044235				TRUE
GCST90043990				TRUE
GCST90043294				TRUE
GCST90043389				TRUE
GCST90043789				TRUE
GCST90042975				TRUE
GCST90044073				TRUE
GCST90044196				TRUE
GCST90042545				TRUE
GCST90041970				TRUE
GCST90043275				TRUE
GCST90043348				TRUE
GCST90043942				TRUE
GCST90042365				TRUE
GCST90042422				TRUE
GCST90044100				TRUE
GCST90042819				TRUE
GCST90042758				TRUE
GCST90041960				TRUE
GCST90043161				TRUE
GCST90044012				TRUE
GCST90042306				TRUE
GCST90042280				TRUE
GCST90042105				TRUE
GCST90043921				TRUE
GCST90043923				TRUE
GCST90044153				TRUE
GCST90042501				TRUE
GCST90044348				TRUE
GCST90042232				TRUE
GCST90043298				TRUE
GCST90044611				TRUE
GCST90043094				TRUE
GCST90043488				TRUE
GCST90042419				TRUE
GCST90042563				TRUE
GCST90044292				TRUE
GCST90044321				TRUE
GCST90042890				TRUE
GCST90042220				TRUE
GCST90043285				TRUE
GCST90043342				TRUE
GCST90043358				TRUE
GCST90044667				TRUE
GCST90041995				TRUE
GCST90043638				TRUE
GCST90043874				TRUE
GCST90042952				TRUE
GCST90042959				TRUE
GCST90043746				TRUE
GCST90042364				TRUE
GCST90042926				TRUE
GCST90044504				TRUE
GCST90044428				TRUE
GCST90042696				TRUE
GCST90042763				TRUE
GCST90042775				TRUE
GCST90041963				TRUE
GCST90043165				TRUE
GCST90042225				TRUE
GCST90043438				TRUE
GCST90044691				TRUE
GCST90043899				TRUE
GCST90043125				TRUE
GCST90043502				TRUE
GCST90044201				TRUE
GCST90044210				TRUE
GCST90044298				TRUE
GCST90042862				TRUE
GCST90044472				TRUE
GCST90043243				TRUE
GCST90044043				TRUE
GCST90043299				TRUE
GCST90043379				TRUE
GCST90043392				TRUE
GCST90044564				TRUE
GCST90044572				TRUE
GCST90042109				TRUE
GCST90043833				TRUE
GCST90043851				TRUE
GCST90043809				TRUE
GCST90043048				TRUE
GCST90043067				TRUE
GCST90043545				TRUE
GCST90042376				TRUE
GCST90042440				TRUE
GCST90044056				TRUE
GCST90044187				TRUE
GCST90044145				TRUE
GCST90044223				TRUE
GCST90042851				TRUE
GCST90044442				TRUE
GCST90044540				TRUE
GCST90044660				TRUE
GCST90042172				TRUE
GCST90042991				TRUE
GCST90042969				TRUE
GCST90043528				TRUE
GCST90042542				TRUE
GCST90042516				TRUE
GCST90044359				TRUE
GCST90042944				TRUE
GCST90043242				TRUE
GCST90043153				TRUE
GCST90043982				TRUE
GCST90042304				TRUE
GCST90043070				TRUE
GCST90042616				TRUE
GCST90044335				TRUE
GCST90044258				TRUE
GCST90044244				TRUE
GCST90042872				TRUE
GCST90042699				TRUE
GCST90042333				TRUE
GCST90042234				TRUE
GCST90042214				TRUE
GCST90043334				TRUE
GCST90043353				TRUE
GCST90042106				TRUE
GCST90042173				TRUE
GCST90043938				TRUE
GCST90042371				TRUE
GCST90044158				TRUE
GCST90044097				TRUE
GCST90044511				TRUE
GCST90044526				TRUE
GCST90044395				TRUE
GCST90043264				TRUE
GCST90043170				TRUE
GCST90042253				TRUE
GCST90042261				TRUE
GCST90044614				TRUE
GCST90043906				TRUE
GCST90043855				TRUE
GCST90043042				TRUE
GCST90043778				TRUE
GCST90043493				TRUE
GCST90042857				TRUE
GCST90042884				TRUE
GCST90043181				TRUE
GCST90042219				TRUE
GCST90043872				TRUE
GCST90043511				TRUE
GCST90042582				TRUE
GCST90042650				TRUE
GCST90042191				TRUE
GCST90041968				TRUE
GCST90042341				TRUE
GCST90042207				TRUE
GCST90044610				TRUE
GCST90042375				TRUE
GCST90044061				TRUE
GCST90042618				TRUE
GCST90044236				TRUE
GCST90042192				TRUE
GCST90044411				TRUE
GCST90043418				TRUE
GCST90042165				TRUE
GCST90043949				TRUE
GCST90042982				TRUE
GCST90043056				TRUE
GCST90043456				TRUE
GCST90044156				TRUE
GCST90044126				TRUE
GCST90044188				TRUE
GCST90042638				TRUE
GCST90044268				TRUE
GCST90042179				TRUE
GCST90044473				TRUE
GCST90044441				TRUE
GCST90043212				TRUE
GCST90042295				TRUE
GCST90043651				TRUE
GCST90042143				TRUE
GCST90043779				TRUE
GCST90044139				TRUE
GCST90042537				TRUE
GCST90042548				TRUE
GCST90044241				TRUE
GCST90042319				TRUE
GCST90043349				TRUE
GCST90042138				TRUE
GCST90043887				TRUE
GCST90043803				TRUE
GCST90043489				TRUE
GCST90043740				TRUE
GCST90042200				TRUE
GCST90042354				TRUE
GCST90042413				TRUE
GCST90042608				TRUE
GCST90044231				TRUE
GCST90042855				TRUE
GCST90042867				TRUE
GCST90042879				TRUE
GCST90042896				TRUE
GCST90043152				TRUE
GCST90043624				TRUE
GCST90042361				TRUE
GCST90042414				TRUE
GCST90042847				TRUE
GCST90041981				TRUE
GCST90042321				TRUE
GCST90043943				TRUE
GCST90043625				TRUE
GCST90044215				TRUE
GCST90042535				TRUE
GCST90042544				TRUE
GCST90042551				TRUE
GCST90042906				TRUE
GCST90044440				TRUE
GCST90042697				TRUE
GCST90042244				TRUE
GCST90042323				TRUE
GCST90043403				TRUE
GCST90044655				TRUE
GCST90043006				TRUE
GCST90044221				TRUE
GCST90042565				TRUE
GCST90042848				TRUE
GCST90044039				TRUE
GCST90044053				TRUE
GCST90043390				TRUE
GCST90042983				TRUE
GCST90042971				TRUE
GCST90043521				TRUE
GCST90043551				TRUE
GCST90044087				TRUE
GCST90043657				TRUE
GCST90042734				TRUE
GCST90042750				TRUE
GCST90043965				TRUE
GCST90043974				TRUE
GCST90044565				TRUE
GCST90042134				TRUE
GCST90043893				TRUE
GCST90043797				TRUE
GCST90043115				TRUE
GCST90043756				TRUE
GCST90043515				TRUE
GCST90044084				TRUE
GCST90044265				TRUE
GCST90044323				TRUE
GCST90042742				TRUE
GCST90043249				TRUE
GCST90043219				TRUE
GCST90042152				TRUE
GCST90043036				TRUE
GCST90042994				TRUE
GCST90043473				TRUE
GCST90043739				TRUE
GCST90044165				TRUE
GCST90044136				TRUE
GCST90044350				TRUE
GCST90044282				TRUE
GCST90042188				TRUE
GCST90042760				TRUE
GCST90044023				TRUE
GCST90044034				TRUE
GCST90043291				TRUE
GCST90044618				TRUE
GCST90044600				TRUE
GCST90043644				TRUE
GCST90043944				TRUE
GCST90043847				TRUE
GCST90043787				TRUE
GCST90043763				TRUE
GCST90043516				TRUE
GCST90044197				TRUE
GCST90042871				TRUE
GCST90044509				TRUE
GCST90044512				TRUE
GCST90042201				TRUE
GCST90043414				TRUE
GCST90043649				TRUE
GCST90043930				TRUE
GCST90043124				TRUE
GCST90042495				TRUE
GCST90042566				TRUE
GCST90044272				TRUE
GCST90044518				TRUE
GCST90043266				TRUE
GCST90042247				TRUE
GCST90044552				TRUE
GCST90044668				TRUE
GCST90043634				TRUE
GCST90042131				TRUE
GCST90043891				TRUE
GCST90042989				TRUE
GCST90042953				TRUE
GCST90042965				TRUE
GCST90042972				TRUE
GCST90043146				TRUE
GCST90044103				TRUE
GCST90044110				TRUE
GCST90044344				TRUE
GCST90044304				TRUE
GCST90044383				TRUE
GCST90042720				TRUE
GCST90043176				TRUE
GCST90043179				TRUE
GCST90043160				TRUE
GCST90041990				TRUE
GCST90043853				TRUE
GCST90043101				TRUE
GCST90043109				TRUE
GCST90043136				TRUE
GCST90043749				TRUE
GCST90042404				TRUE
GCST90044081				TRUE
GCST90044138				TRUE
GCST90042642				TRUE
GCST90044245				TRUE
GCST90044519				TRUE
GCST90043167				TRUE
GCST90043172				TRUE
GCST90044580				TRUE
GCST90044648				TRUE
GCST90044666				TRUE
GCST90043098				TRUE
GCST90043104				TRUE
GCST90043119				TRUE
GCST90044066				TRUE
GCST90044163				TRUE
GCST90042656				TRUE
GCST90044360				TRUE
GCST90044454				TRUE
GCST90044408				TRUE
GCST90042209				TRUE
GCST90043025				TRUE
GCST90042974				TRUE
GCST90043113				TRUE
GCST90043525				TRUE
GCST90042352				TRUE
GCST90044451				TRUE
GCST90043977				TRUE
GCST90044578				TRUE
GCST90044650				TRUE
GCST90043927				TRUE
GCST90043869				TRUE
GCST90043772				TRUE
GCST90044089				TRUE
GCST90042627				TRUE
GCST90042555				TRUE
GCST90042743				TRUE
GCST90042340				TRUE
GCST90044573				TRUE
GCST90043736				TRUE
GCST90042858				TRUE
GCST90042929				TRUE
GCST90044044				TRUE
GCST90042316				TRUE
GCST90042283				TRUE
GCST90044591				TRUE
GCST90043929				TRUE
GCST90043141				TRUE
GCST90042499				TRUE
GCST90042869				TRUE
GCST90042916				TRUE
GCST90044387				TRUE
GCST90041962				TRUE
GCST90043267				TRUE
GCST90043233				TRUE
GCST90042262				TRUE
GCST90043391				TRUE
GCST90043439				TRUE
GCST90043317				TRUE
GCST90044555				TRUE
GCST90044570				TRUE
GCST90044689				TRUE
GCST90042004				TRUE
GCST90043037				TRUE
GCST90043099				TRUE
GCST90042617				TRUE
GCST90042520				TRUE
GCST90044305				TRUE
GCST90042350				TRUE
GCST90043354				TRUE
GCST90042117				TRUE
GCST90042160				TRUE
GCST90042963				TRUE
GCST90043454				TRUE
GCST90042434				TRUE
GCST90044355				TRUE
GCST90044365				TRUE
GCST90044048				TRUE
GCST90044582				TRUE
GCST90043826				TRUE
GCST90042968				TRUE
GCST90043520				TRUE
GCST90042393				TRUE
GCST90042629				TRUE
GCST90042552				TRUE
GCST90044324				TRUE
GCST90042809				TRUE
GCST90043340				TRUE
GCST90043405				TRUE
GCST90044628				TRUE
GCST90044596				TRUE
GCST90041989				TRUE
GCST90043641				TRUE
GCST90042097				TRUE
GCST90042135				TRUE
GCST90043039				TRUE
GCST90043771				TRUE
GCST90042360				TRUE
GCST90042511				TRUE
GCST90044286				TRUE
GCST90042930				TRUE
GCST90044385				TRUE
GCST90044401				TRUE
GCST90043959				TRUE
GCST90043283				TRUE
GCST90043332				TRUE
GCST90044553				TRUE
GCST90041982				TRUE
GCST90043806				TRUE
GCST90043016				TRUE
GCST90043770				TRUE
GCST90043546				TRUE
GCST90043458				TRUE
GCST90044102				TRUE
GCST90042623				TRUE
GCST90044307				TRUE
GCST90043224				TRUE
GCST90043442				TRUE
GCST90043314				TRUE
GCST90043352				TRUE
GCST90044686				TRUE
GCST90043817				TRUE
GCST90043821				TRUE
GCST90043050				TRUE
GCST90042987				TRUE
GCST90043130				TRUE
GCST90042473				TRUE
GCST90042423				TRUE
GCST90044276				TRUE
GCST90042779				TRUE
GCST90044018				TRUE
GCST90043290				TRUE
GCST90042005				TRUE
GCST90043857				TRUE
GCST90043068				TRUE
GCST90043506				TRUE
GCST90043542				TRUE
GCST90042447				TRUE
GCST90044106				TRUE
GCST90043571				TRUE
GCST90043576				TRUE
GCST90044283				TRUE
GCST90042917				TRUE
GCST90044400				TRUE
GCST90042224				TRUE
GCST90044632				TRUE
GCST90042149				TRUE
GCST90043616				TRUE
GCST90042998				TRUE
GCST90042970				TRUE
GCST90044295				TRUE
GCST90044458				TRUE
GCST90042808				TRUE
GCST90042815				TRUE
GCST90043313				TRUE
GCST90042151				TRUE
GCST90043097				TRUE
GCST90043134				TRUE
GCST90042420				TRUE
GCST90044171				TRUE
GCST90044129				TRUE
GCST90043656				TRUE
GCST90042721				TRUE
GCST90043408				TRUE
GCST90044679				TRUE
GCST90041992				TRUE
GCST90043635				TRUE
GCST90042147				TRUE
GCST90043788				TRUE
GCST90043117				TRUE
GCST90043133				TRUE
GCST90043468				TRUE
GCST90043470				TRUE
GCST90044118				TRUE
GCST90044227				TRUE
GCST90042668				TRUE
GCST90043253				TRUE
GCST90043374				TRUE
GCST90043834				TRUE
GCST90043818				TRUE
GCST90043612				TRUE
GCST90043075				TRUE
GCST90043512				TRUE
GCST90042453				TRUE
GCST90044083				TRUE
GCST90044363				TRUE
GCST90042843				TRUE
GCST90044493				TRUE
GCST90042772				TRUE
GCST90043256				TRUE
GCST90043248				TRUE
GCST90044049				TRUE
GCST90043448				TRUE
GCST90044675				TRUE
GCST90043633				TRUE
GCST90042166				TRUE
GCST90043900				TRUE
GCST90043063				TRUE
GCST90044059				TRUE
GCST90044150				TRUE
GCST90044214				TRUE
GCST90043658				TRUE
GCST90042875				TRUE
GCST90042915				TRUE
GCST90042766				TRUE
GCST90044051				TRUE
GCST90044615				TRUE
GCST90043845				TRUE
GCST90042986				TRUE
GCST90043548				TRUE
GCST90042400				TRUE
GCST90044341				TRUE
GCST90044327				TRUE
GCST90044495				TRUE
GCST90044424				TRUE
GCST90042727				TRUE
GCST90042741				TRUE
GCST90042285				TRUE
GCST90042254				TRUE
GCST90044576				TRUE
GCST90044662				TRUE
GCST90043009				TRUE
GCST90043018				TRUE
GCST90043095				TRUE
GCST90043550				TRUE
GCST90042503				TRUE
GCST90044340				TRUE
GCST90044289				TRUE
GCST90042835				TRUE
GCST90044497				TRUE
GCST90042336				TRUE
GCST90042248				TRUE
GCST90042293				TRUE
GCST90043286				TRUE
GCST90043631				TRUE
GCST90043114				TRUE
GCST90043767				TRUE
GCST90043753				TRUE
GCST90044143				TRUE
GCST90044225				TRUE
GCST90042790				TRUE
GCST90043240				TRUE
GCST90044625				TRUE
GCST90041985				TRUE
GCST90041998				TRUE
GCST90043654				TRUE
GCST90043049				TRUE
GCST90043074				TRUE
GCST90043533				TRUE
GCST90044134				TRUE
GCST90042773				TRUE
GCST90043198				TRUE
GCST90043422				TRUE
GCST90043356				TRUE
GCST90042449				TRUE
GCST90044090				TRUE
GCST90044117				TRUE
GCST90044332				TRUE
GCST90044446				TRUE
GCST90043207				TRUE
GCST90043211				TRUE
GCST90043984				TRUE
GCST90044038				TRUE
GCST90042289				TRUE
GCST90043330				TRUE
GCST90043917				TRUE
GCST90043626				TRUE
GCST90043475				TRUE
GCST90043742				TRUE
GCST90044220				TRUE
GCST90042590				TRUE
GCST90044346				TRUE
GCST90042189				TRUE
GCST90044505				TRUE
GCST90044445				TRUE
GCST90044450				TRUE
GCST90042235				TRUE
GCST90042213				TRUE
GCST90043445				TRUE
GCST90043827				TRUE
GCST90043793				TRUE
GCST90043082				TRUE
GCST90043472				TRUE
GCST90043745				TRUE
GCST90044146				TRUE
GCST90044349				TRUE
GCST90043367				TRUE
GCST90042101				TRUE
GCST90043870				TRUE
GCST90042961				TRUE
GCST90043536				TRUE
GCST90044211				TRUE
GCST90043577				TRUE
GCST90042604				TRUE
GCST90042176				TRUE
GCST90044409				TRUE
GCST90042698				TRUE
GCST90042205				TRUE
GCST90043284				TRUE
GCST90044651				TRUE
GCST90044687				TRUE
GCST90043007				TRUE
GCST90043051				TRUE
GCST90044058				TRUE
GCST90044167				TRUE
GCST90044119				TRUE
GCST90042669				TRUE
GCST90042613				TRUE
GCST90042547				TRUE
GCST90044492				TRUE
GCST90044496				TRUE
GCST90044500				TRUE
GCST90044391				TRUE
GCST90042782				TRUE
GCST90043271				TRUE
GCST90043995				TRUE
GCST90043415				TRUE
GCST90043889				TRUE
GCST90043494				TRUE
GCST90044172				TRUE
GCST90044192				TRUE
GCST90043567				TRUE
GCST90042193				TRUE
GCST90041969				TRUE
GCST90044673				TRUE
GCST90042161				TRUE
GCST90043850				TRUE
GCST90043615				TRUE
GCST90043741				TRUE
GCST90044069				TRUE
GCST90042194				TRUE
